year,month,day,Allsky_Surfce_UV_INDEX,Temperature,Percipitation,Wind_pressure
1981,5,8,-999,31.55,1.82,98.07
1981,5,9,-999,28.37,4.73,98.13
1981,5,10,-999,27.69,5.63,98.18
1981,5,11,-999,29.08,2.83,98.2
1981,5,12,-999,28.35,1.64,98.19
1981,5,13,-999,32.22,0,98.05
1981,5,14,-999,32.36,0,98.16
1981,5,15,-999,33,0.01,98.1
1981,5,16,-999,31.34,5.54,97.99
1981,5,17,-999,29.18,0.04,98.11
1981,5,18,-999,30.4,7.13,98.15
1981,5,19,-999,29.65,1.08,98.12
1981,5,20,-999,28.72,0.03,98.16
1981,5,21,-999,31.59,0,98.13
1981,5,22,-999,32.95,0,98.19
1981,5,23,-999,32.69,0,98.21
1981,5,24,-999,33.31,0,98.06
1981,5,25,-999,33.86,0.04,98.06
1981,5,26,-999,31.42,0.16,98.16
1981,5,27,-999,31.85,2.24,98.09
1981,5,28,-999,31.77,2.55,98
1981,5,29,-999,29.33,5.43,98.05
1981,5,30,-999,27.92,5.87,98.14
1981,5,31,-999,30.51,0.13,98.19
1981,6,1,-999,28.95,0.67,98.33
1981,6,2,-999,28.74,1.06,98.41
1981,6,3,-999,27.94,1.58,98.39
1981,6,4,-999,27.32,1.85,98.29
1981,6,5,-999,27.26,0.87,98.26
1981,6,6,-999,29.63,0.61,98.31
1981,6,7,-999,28.66,0.35,98.3
1981,6,8,-999,30.38,0.92,98.26
1981,6,9,-999,30.98,0.36,98.26
1981,6,10,-999,31.31,0.05,98.18
1981,6,11,-999,31.62,0.28,98.21
1981,6,12,-999,28.48,1.11,98.25
1981,6,13,-999,27.91,0.72,98.08
1981,6,14,-999,27.99,0.2,97.98
1981,6,15,-999,29.16,0.06,98.01
1981,6,16,-999,29.06,7.03,97.99
1981,6,17,-999,27.42,9.22,97.99
1981,6,18,-999,27.84,0.77,98.14
1981,6,19,-999,29.03,0.24,98.1
1981,6,20,-999,29.95,0.25,97.88
1981,6,21,-999,29.83,0.12,97.81
1981,6,22,-999,27.2,0.3,97.91
1981,6,23,-999,27.22,0.24,98.09
1981,6,24,-999,27.71,1.04,98.18
1981,6,25,-999,28.63,0.43,98.23
1981,6,26,-999,28.3,0.57,98.21
1981,6,27,-999,28.29,0.18,98.26
1981,6,28,-999,29.41,0,98.42
1981,6,29,-999,29.52,0,98.47
1981,6,30,-999,30.87,2.19,98.31
1981,7,1,-999,29.41,0.18,98.32
1981,7,2,-999,28.13,0,98.35
1981,7,3,-999,30.96,0,98.35
1981,7,4,-999,29.31,0,98.28
1981,7,5,-999,29.08,0.4,98.27
1981,7,6,-999,28.22,2.38,98.25
1981,7,7,-999,29.37,0.24,98.21
1981,7,8,-999,28.93,0.61,98.2
1981,7,9,-999,29.55,0.05,98.13
1981,7,10,-999,28.57,0.08,98.14
1981,7,11,-999,28.36,0.46,98.18
1981,7,12,-999,28.26,0.09,98.24
1981,7,13,-999,28.63,0.89,98.31
1981,7,14,-999,29.02,0.66,98.27
1981,7,15,-999,29.68,1.41,98.21
1981,7,16,-999,28.31,16.76,98.26
1981,7,17,-999,27.33,16.62,98.25
1981,7,18,-999,29.47,0.07,98.16
1981,7,19,-999,28.56,17.59,98.1
1981,7,20,-999,27.62,4.02,98.13
1981,7,21,-999,27.39,3.55,98.09
1981,7,22,-999,26.4,1.39,98.07
1981,7,23,-999,27.55,0.77,97.99
1981,7,24,-999,27.3,0.69,98.04
1981,7,25,-999,27.09,0.63,98.18
1981,7,26,-999,28.15,1.34,98.28
1981,7,27,-999,27.95,8.63,98.19
1981,7,28,-999,26.73,6.35,98.14
1981,7,29,-999,28.01,1.2,98.2
1981,7,30,-999,27.36,0.11,98.23
1981,7,31,-999,28.12,0.45,98.1
1981,8,1,-999,27.4,1.22,98.04
1981,8,2,-999,26.42,9.73,98.2
1981,8,3,-999,27.16,0.07,98.31
1981,8,4,-999,28.76,0.14,98.16
1981,8,5,-999,28.99,0.05,98.08
1981,8,6,-999,28.44,5.92,98.14
1981,8,7,-999,28.9,0.45,98.17
1981,8,8,-999,28.41,0.43,98.09
1981,8,9,-999,29.51,0.27,98.1
1981,8,10,-999,29.33,0.34,98.24
1981,8,11,-999,28.8,0.85,98.39
1981,8,12,-999,29.24,0,98.32
1981,8,13,-999,28.93,0.21,98.26
1981,8,14,-999,27.76,0.05,98.26
1981,8,15,-999,28.12,0.55,98.25
1981,8,16,-999,27.1,0.28,98.32
1981,8,17,-999,26.18,2.64,98.36
1981,8,18,-999,28.24,5.8,98.29
1981,8,19,-999,27.22,1.98,98.25
1981,8,20,-999,28.23,5.25,98.28
1981,8,21,-999,28.79,0.88,98.25
1981,8,22,-999,26.63,0.66,98.23
1981,8,23,-999,29.15,0.39,98.31
1981,8,24,-999,28.76,2.01,98.45
1981,8,25,-999,27.5,8.68,98.47
1981,8,26,-999,28.98,0.49,98.4
1981,8,27,-999,27.11,17.33,98.33
1981,8,28,-999,26.01,3.33,98.18
1981,8,29,-999,27.55,5.64,98.06
1981,8,30,-999,27.55,2.69,98.13
1981,8,31,-999,28.65,2.05,98.16
1981,9,1,-999,26.02,7.25,98.23
1981,9,2,-999,27.69,5.83,98.2
1981,9,3,-999,29.02,1.15,98.14
1981,9,4,-999,26.51,17.69,98.17
1981,9,5,-999,26.5,4.86,98.27
1981,9,6,-999,27.38,7.01,98.35
1981,9,7,-999,26.86,12,98.31
1981,9,8,-999,25.51,9.05,98.35
1981,9,9,-999,26.27,1.24,98.31
1981,9,10,-999,25.69,5.96,98.31
1981,9,11,-999,24.41,62.39,98.27
1981,9,12,-999,25.41,14.42,98.23
1981,9,13,-999,25.31,4.23,98.3
1981,9,14,-999,25.59,5.43,98.41
1981,9,15,-999,24.7,3.59,98.41
1981,9,16,-999,24.98,8.93,98.38
1981,9,17,-999,24.98,14.36,98.25
1981,9,18,-999,24.61,3.81,98.17
1981,9,19,-999,25.4,5.66,98.09
1981,9,20,-999,25.76,14.61,98.14
1981,9,21,-999,25.9,3.23,98.18
1981,9,22,-999,25.87,2.08,98.23
1981,9,23,-999,25.95,0.41,98.18
1981,9,24,-999,25.29,0.05,98.13
1981,9,25,-999,26.55,0.06,98.15
1981,9,26,-999,26.59,0.04,98.24
1981,9,27,-999,26.53,0.08,98.37
1981,9,28,-999,26.8,0.15,98.38
1981,9,29,-999,27.26,0,98.4
1981,9,30,-999,26.39,0.34,98.53
1981,10,1,-999,24.57,2.29,98.53
1981,10,2,-999,26.37,12.25,98.49
1981,10,3,-999,26.3,4.5,98.44
1981,10,4,-999,25.87,18.57,98.34
1981,10,5,-999,25.32,31.08,98.32
1981,10,6,-999,24.21,7.43,98.35
1981,10,7,-999,25.05,1.63,98.44
1981,10,8,-999,24.63,2.72,98.53
1981,10,9,-999,25.88,2.9,98.6
1981,10,10,-999,26.19,3.02,98.51
1981,10,11,-999,26.52,1.61,98.51
1981,10,12,-999,25.63,2.1,98.57
1981,10,13,-999,26.18,1.47,98.6
1981,10,14,-999,25.88,0.57,98.51
1981,10,15,-999,25.69,5.82,98.49
1981,10,16,-999,26.98,1.92,98.51
1981,10,17,-999,26.85,0.92,98.45
1981,10,18,-999,25.08,24.53,98.43
1981,10,19,-999,25.15,21.77,98.44
1981,10,20,-999,24.55,0.97,98.49
1981,10,21,-999,24.4,0.07,98.43
1981,10,22,-999,25.09,2.35,98.4
1981,10,23,-999,24.18,9.4,98.38
1981,10,24,-999,24.34,10.11,98.57
1981,10,25,-999,24.32,40.55,98.69
1981,10,26,-999,24.1,28.82,98.57
1981,10,27,-999,23.41,18.64,98.38
1981,10,28,-999,24.47,1.84,98.41
1981,10,29,-999,24.57,5.06,98.51
1981,10,30,-999,26.11,7.4,98.44
1981,10,31,-999,25.76,6.05,98.48
1981,11,1,-999,25.69,5.57,98.57
1981,11,2,-999,24.81,4.4,98.54
1981,11,3,-999,23.65,2.01,98.45
1981,11,4,-999,25.15,4.61,98.43
1981,11,5,-999,25.45,1.26,98.32
1981,11,6,-999,24.83,0.64,98.35
1981,11,7,-999,25.51,5.56,98.31
1981,11,8,-999,25.32,12.28,98.4
1981,11,9,-999,25.33,3.89,98.43
1981,11,10,-999,25.06,7.35,98.53
1981,11,11,-999,25.11,4.99,98.63
1981,11,12,-999,24.33,0.62,98.71
1981,11,13,-999,23.72,0.01,98.76
1981,11,14,-999,23.58,1,98.8
1981,11,15,-999,23.75,24.22,98.74
1981,11,16,-999,24.08,6.25,98.64
1981,11,17,-999,22.44,0.23,98.63
1981,11,18,-999,22.98,0.22,98.6
1981,11,19,-999,23.24,0.01,98.52
1981,11,20,-999,20.73,0,98.61
1981,11,21,-999,20.61,0,98.64
1981,11,22,-999,20.88,0,98.62
1981,11,23,-999,23.51,0,98.58
1981,11,24,-999,23.73,0.24,98.64
1981,11,25,-999,23.09,0.43,98.56
1981,11,26,-999,21.44,0.08,98.59
1981,11,27,-999,22.01,3,98.63
1981,11,28,-999,21.33,1.21,98.58
1981,11,29,-999,22.69,17.07,98.55
1981,11,30,-999,24.19,10.38,98.72
1981,12,1,-999,23.87,2.87,98.79
1981,12,2,-999,23.79,3.29,98.79
1981,12,3,-999,24,9.78,98.78
1981,12,4,-999,23.4,4.01,98.81
1981,12,5,-999,22.87,0.06,98.86
1981,12,6,-999,20.76,0,98.83
1981,12,7,-999,20.32,0.01,98.69
1981,12,8,-999,21.44,0,98.66
1981,12,9,-999,21.5,0.02,98.74
1981,12,10,-999,20.81,0.02,98.88
1981,12,11,-999,19.84,0,98.95
1981,12,12,-999,20.28,0,99.01
1981,12,13,-999,21.37,0.07,99.02
1981,12,14,-999,21.95,0.33,98.94
1981,12,15,-999,23.99,0.5,98.83
1981,12,16,-999,23.73,5.95,98.9
1981,12,17,-999,23.24,4.86,98.88
1981,12,18,-999,23.73,4.19,98.94
1981,12,19,-999,23.1,1.98,98.96
1981,12,20,-999,22.87,0.15,98.95
1981,12,21,-999,23.74,4.51,98.93
1981,12,22,-999,24.09,3.31,98.98
1981,12,23,-999,23.46,0.23,99.02
1981,12,24,-999,23.15,0,98.97
1981,12,25,-999,21.78,0,98.88
1981,12,26,-999,22.15,0.02,98.86
1981,12,27,-999,22.42,0.09,98.86
1981,12,28,-999,20.69,0.06,98.81
1981,12,29,-999,20.26,0.02,98.76
1981,12,30,-999,21.9,0,98.84
1981,12,31,-999,22,0,98.93
1982,1,1,-999,21.65,0,98.88
1982,1,2,-999,21.85,0,98.84
1982,1,3,-999,21.73,0,98.79
1982,1,4,-999,20.93,0,98.8
1982,1,5,-999,21.02,0,98.85
1982,1,6,-999,21.27,0,98.83
1982,1,7,-999,21.96,0,98.9
1982,1,8,-999,22.45,0,98.94
1982,1,9,-999,22.57,0,98.87
1982,1,10,-999,23.01,0,98.75
1982,1,11,-999,23.33,0,98.73
1982,1,12,-999,23.38,0,98.75
1982,1,13,-999,22.74,0,98.81
1982,1,14,-999,22.19,0,98.86
1982,1,15,-999,22.25,0,98.9
1982,1,16,-999,22.07,0,98.9
1982,1,17,-999,22.58,0,98.86
1982,1,18,-999,23.72,0,98.9
1982,1,19,-999,23.76,0,98.88
1982,1,20,-999,23.73,0,98.87
1982,1,21,-999,23.19,0,98.91
1982,1,22,-999,23.06,0,98.85
1982,1,23,-999,24.18,0,98.84
1982,1,24,-999,23.45,0,98.9
1982,1,25,-999,23.53,0.51,98.99
1982,1,26,-999,24.91,0.2,98.97
1982,1,27,-999,25.93,0,98.93
1982,1,28,-999,25.64,0,98.87
1982,1,29,-999,24.7,0,98.93
1982,1,30,-999,24.51,0,98.88
1982,1,31,-999,24.49,0,98.85
1982,2,1,-999,24.2,0,98.79
1982,2,2,-999,24.55,0,98.77
1982,2,3,-999,26.56,0,98.73
1982,2,4,-999,27.16,0,98.71
1982,2,5,-999,27.24,0,98.68
1982,2,6,-999,27.17,0,98.58
1982,2,7,-999,27.12,0,98.65
1982,2,8,-999,26.84,0,98.63
1982,2,9,-999,26.19,0,98.73
1982,2,10,-999,26.43,0,98.78
1982,2,11,-999,26.23,0,98.72
1982,2,12,-999,26.02,0,98.73
1982,2,13,-999,25.45,0,98.73
1982,2,14,-999,25.29,0,98.74
1982,2,15,-999,25.61,0,98.72
1982,2,16,-999,26.48,0,98.61
1982,2,17,-999,27.02,0,98.64
1982,2,18,-999,28.09,0,98.63
1982,2,19,-999,27.73,0,98.68
1982,2,20,-999,26.93,0,98.84
1982,2,21,-999,27.48,0,98.75
1982,2,22,-999,26.98,0,98.67
1982,2,23,-999,27.01,0,98.63
1982,2,24,-999,27.41,0,98.55
1982,2,25,-999,27.83,0,98.62
1982,2,26,-999,27.91,0,98.68
1982,2,27,-999,28.78,0,98.72
1982,2,28,-999,28.47,0,98.69
1982,3,1,-999,29.39,0,98.6
1982,3,2,-999,30.45,0,98.59
1982,3,3,-999,30.87,0,98.73
1982,3,4,-999,31.62,0,98.72
1982,3,5,-999,32.07,0,98.63
1982,3,6,-999,32.94,0,98.48
1982,3,7,-999,32.85,0,98.5
1982,3,8,-999,33.41,0,98.55
1982,3,9,-999,33.15,0,98.55
1982,3,10,-999,31.73,0,98.56
1982,3,11,-999,32.07,0,98.63
1982,3,12,-999,31.87,0,98.64
1982,3,13,-999,30.91,0.03,98.62
1982,3,14,-999,30.58,0,98.62
1982,3,15,-999,30.85,0,98.58
1982,3,16,-999,30.78,0,98.44
1982,3,17,-999,33.08,0,98.33
1982,3,18,-999,33.15,0,98.32
1982,3,19,-999,32.48,0,98.38
1982,3,20,-999,31.37,0,98.43
1982,3,21,-999,31.14,0,98.47
1982,3,22,-999,31.03,0.07,98.5
1982,3,23,-999,32.33,0.05,98.47
1982,3,24,-999,33.98,0.17,98.44
1982,3,25,-999,35.58,0.48,98.35
1982,3,26,-999,35.74,1.82,98.31
1982,3,27,-999,35.04,4.32,98.33
1982,3,28,-999,32.87,1.61,98.45
1982,3,29,-999,32.3,0.02,98.61
1982,3,30,-999,31.79,0.16,98.69
1982,3,31,-999,32.51,0.61,98.49
1982,4,1,-999,34.26,0.31,98.33
1982,4,2,-999,36.19,0,98.34
1982,4,3,-999,34.9,0,98.4
1982,4,4,-999,33.69,0,98.4
1982,4,5,-999,36.19,0,98.35
1982,4,6,-999,33.15,0,98.59
1982,4,7,-999,33.08,0,98.71
1982,4,8,-999,34.05,0,98.63
1982,4,9,-999,34.82,0,98.49
1982,4,10,-999,34.21,0,98.44
1982,4,11,-999,34.19,0,98.43
1982,4,12,-999,34.41,0.13,98.46
1982,4,13,-999,34.96,0.81,98.33
1982,4,14,-999,35.34,0,98.36
1982,4,15,-999,33.13,0.1,98.36
1982,4,16,-999,36.51,0.47,98.23
1982,4,17,-999,36.9,0.75,98.09
1982,4,18,-999,33.22,0.22,98.14
1982,4,19,-999,33.3,5.65,98.17
1982,4,20,-999,33.1,0.41,98.22
1982,4,21,-999,33.03,1.45,98.41
1982,4,22,-999,33.12,0.94,98.43
1982,4,23,-999,34.01,0.2,98.38
1982,4,24,-999,35.46,0.04,98.27
1982,4,25,-999,34.81,0,98.2
1982,4,26,-999,32.7,3.83,98.28
1982,4,27,-999,33.43,0.28,98.24
1982,4,28,-999,32.91,0.09,98.23
1982,4,29,-999,35.34,0.04,98.27
1982,4,30,-999,35.54,0.3,98.26
1982,5,1,-999,35.08,2.57,98.33
1982,5,2,-999,32.42,1.1,98.42
1982,5,3,-999,33.5,0.13,98.46
1982,5,4,-999,35.37,0.03,98.39
1982,5,5,-999,34.36,0.21,98.47
1982,5,6,-999,31.39,14.46,98.44
1982,5,7,-999,31.85,0.73,98.41
1982,5,8,-999,31.91,6.99,98.38
1982,5,9,-999,32.69,0.06,98.37
1982,5,10,-999,31.79,0.01,98.37
1982,5,11,-999,33.56,0.14,98.27
1982,5,12,-999,33.9,0.02,98.29
1982,5,13,-999,33.4,0.69,98.26
1982,5,14,-999,31.46,0.1,98.24
1982,5,15,-999,33.27,0.21,98.29
1982,5,16,-999,32.73,2.54,98.43
1982,5,17,-999,32.49,0.4,98.44
1982,5,18,-999,31.37,18.02,98.43
1982,5,19,-999,29.86,11.81,98.47
1982,5,20,-999,30.44,6.97,98.46
1982,5,21,-999,32.37,0.13,98.31
1982,5,22,-999,30.87,0.33,98.22
1982,5,23,-999,30.09,0.03,98.13
1982,5,24,-999,30.9,0.08,98.11
1982,5,25,-999,32.28,0.04,98.09
1982,5,26,-999,31.05,0.02,98.17
1982,5,27,-999,32.6,0.15,98.06
1982,5,28,-999,31.12,0.29,98.02
1982,5,29,-999,31.65,2.09,98.02
1982,5,30,-999,31.58,0.08,98.06
1982,5,31,-999,31.36,0.22,98.12
1982,6,1,-999,31.19,0.06,98.06
1982,6,2,-999,30.76,1.12,98
1982,6,3,-999,26.89,1.84,98.11
1982,6,4,-999,27.65,0.29,98.17
1982,6,5,-999,29.46,0.12,98.15
1982,6,6,-999,30.34,0.15,98.1
1982,6,7,-999,28.81,0.04,98.09
1982,6,8,-999,28.81,0.28,98.09
1982,6,9,-999,27.29,1.94,97.99
1982,6,10,-999,28.06,0.18,98
1982,6,11,-999,28.15,0.67,98.03
1982,6,12,-999,27.86,0.32,98.22
1982,6,13,-999,28.82,0.03,98.15
1982,6,14,-999,28.73,0.1,98.09
1982,6,15,-999,27.92,0.19,98.22
1982,6,16,-999,28.05,1.43,98.4
1982,6,17,-999,29.23,1.51,98.39
1982,6,18,-999,28.01,1.99,98.42
1982,6,19,-999,29.27,1.92,98.4
1982,6,20,-999,29.3,0.33,98.42
1982,6,21,-999,29.98,0.43,98.46
1982,6,22,-999,29.08,0.48,98.4
1982,6,23,-999,27.15,0.12,98.43
1982,6,24,-999,27.87,0.25,98.44
1982,6,25,-999,29.35,0.23,98.34
1982,6,26,-999,30.36,0.2,98.33
1982,6,27,-999,29.78,0.29,98.25
1982,6,28,-999,30.15,0.45,98.23
1982,6,29,-999,31.68,0.06,98.29
1982,6,30,-999,29.97,0,98.36
1982,7,1,-999,32.3,0,98.23
1982,7,2,-999,32.53,0.16,98.12
1982,7,3,-999,32.65,0.08,98.17
1982,7,4,-999,32.65,0.12,98.3
1982,7,5,-999,32.04,0.37,98.26
1982,7,6,-999,30.62,1.1,98.2
1982,7,7,-999,31.73,0.55,98.19
1982,7,8,-999,28.86,0.06,98.2
1982,7,9,-999,28.46,1.14,98.13
1982,7,10,-999,27.76,3.53,98.2
1982,7,11,-999,29.08,1.01,98.13
1982,7,12,-999,28.55,0.6,98.2
1982,7,13,-999,29.01,0.25,98.17
1982,7,14,-999,27.78,0.59,98.2
1982,7,15,-999,28.7,1.01,98.26
1982,7,16,-999,29.11,0.03,98.23
1982,7,17,-999,28.32,0.16,98.13
1982,7,18,-999,27.9,0.22,98.1
1982,7,19,-999,29.05,0.03,98.04
1982,7,20,-999,29.84,0.61,98.12
1982,7,21,-999,29.86,2.28,98.19
1982,7,22,-999,28.79,0.51,98.27
1982,7,23,-999,29.98,0.02,98.35
1982,7,24,-999,27.47,11.73,98.46
1982,7,25,-999,27.74,1.67,98.44
1982,7,26,-999,29.23,0.11,98.38
1982,7,27,-999,27.23,0.27,98.34
1982,7,28,-999,27.2,1.31,98.32
1982,7,29,-999,27.53,0.12,98.35
1982,7,30,-999,28.74,0.5,98.26
1982,7,31,-999,28.25,1.14,98.18
1982,8,1,-999,28.05,0.27,98.16
1982,8,2,-999,27.07,3.2,98.29
1982,8,3,-999,26.77,1.15,98.41
1982,8,4,-999,28.81,0.18,98.34
1982,8,5,-999,27.9,0.31,98.27
1982,8,6,-999,30.37,0.24,98.1
1982,8,7,-999,28.16,2.91,98.23
1982,8,8,-999,27.12,3.16,98.31
1982,8,9,-999,28.38,0.98,98.23
1982,8,10,-999,28.33,0.31,98.26
1982,8,11,-999,27.25,0.65,98.24
1982,8,12,-999,26.93,0.29,98.22
1982,8,13,-999,27.55,1.21,98.24
1982,8,14,-999,28.62,0.14,98.31
1982,8,15,-999,28.87,0.15,98.33
1982,8,16,-999,28.22,0.31,98.25
1982,8,17,-999,28.17,1.28,98.29
1982,8,18,-999,27.28,0.6,98.4
1982,8,19,-999,30.15,0,98.31
1982,8,20,-999,29.36,0.02,98.3
1982,8,21,-999,28.56,0.22,98.34
1982,8,22,-999,27.67,0.02,98.38
1982,8,23,-999,29.94,0.05,98.34
1982,8,24,-999,28.85,0.43,98.37
1982,8,25,-999,27.87,0.14,98.38
1982,8,26,-999,30.58,0.08,98.25
1982,8,27,-999,30.67,0.19,98.29
1982,8,28,-999,30.8,0.75,98.32
1982,8,29,-999,30.3,0.17,98.28
1982,8,30,-999,31.69,0.01,98.32
1982,8,31,-999,32.26,0.01,98.36
1982,9,1,-999,33.57,0,98.36
1982,9,2,-999,30.4,19.54,98.34
1982,9,3,-999,28.61,0.1,98.38
1982,9,4,-999,29.66,1.53,98.4
1982,9,5,-999,29.21,0.85,98.36
1982,9,6,-999,30.01,0,98.34
1982,9,7,-999,29.91,0.01,98.31
1982,9,8,-999,29.04,0.06,98.21
1982,9,9,-999,29.86,0.02,98.14
1982,9,10,-999,30.87,0.01,98.18
1982,9,11,-999,30.68,0.04,98.2
1982,9,12,-999,31.43,0.14,98.19
1982,9,13,-999,29.17,0.06,98.19
1982,9,14,-999,26.85,0.94,98.37
1982,9,15,-999,30.79,2.04,98.36
1982,9,16,-999,28.32,18.86,98.37
1982,9,17,-999,26.32,0.96,98.38
1982,9,18,-999,29.38,0.45,98.31
1982,9,19,-999,29.07,10,98.38
1982,9,20,-999,28.12,2.03,98.49
1982,9,21,-999,28.15,0.13,98.56
1982,9,22,-999,28.41,0.28,98.43
1982,9,23,-999,28.58,1.1,98.38
1982,9,24,-999,28.48,0.43,98.37
1982,9,25,-999,29.75,0.65,98.41
1982,9,26,-999,30.01,0,98.45
1982,9,27,-999,28.99,0.02,98.47
1982,9,28,-999,27.97,0.01,98.53
1982,9,29,-999,27.63,0,98.57
1982,9,30,-999,29.12,0,98.51
1982,10,1,-999,29.14,0.06,98.54
1982,10,2,-999,26.35,11.83,98.72
1982,10,3,-999,29.07,0.27,98.77
1982,10,4,-999,28.3,0.1,98.74
1982,10,5,-999,28.91,0.32,98.68
1982,10,6,-999,29.08,2.52,98.74
1982,10,7,-999,28.08,19.46,98.75
1982,10,8,-999,27.07,6.24,98.62
1982,10,9,-999,28.97,0.72,98.55
1982,10,10,-999,29.83,0.37,98.6
1982,10,11,-999,29.87,0.33,98.63
1982,10,12,-999,29.79,0.03,98.57
