year,month,day,Allsky_Surface_UV_INDEX,Temperature,Precipitation,wind_pressure
2000,2,19,-999,28.12,0,98
2000,2,20,-999,27.98,0,97.99
2000,2,21,-999,28.08,0.03,98.01
2000,2,22,-999,28.37,0.01,98.05
2000,2,23,-999,27.11,4.12,98.07
2000,2,24,-999,25.3,5.39,98.17
2000,2,25,-999,27.44,1.2,98.1
2000,2,26,-999,27.8,6.89,97.94
2000,2,27,-999,28.08,9.09,97.97
2000,2,28,-999,26.64,6.52,98.14
2000,2,29,-999,27.49,0.04,98.19
2000,3,1,-999,27.25,0,98.17
2000,3,2,-999,27.78,0,98.17
2000,3,3,-999,27.96,0,98.21
2000,3,4,-999,28.22,0,98.23
2000,3,5,-999,27.01,0,98.11
2000,3,6,-999,27.33,0.17,98.09
2000,3,7,-999,27.69,0.05,98.16
2000,3,8,-999,28.16,0,98.12
2000,3,9,-999,29.91,0.02,98.05
2000,3,10,-999,30.67,0.02,98.04
2000,3,11,-999,30.47,0,98.12
2000,3,12,-999,30.54,0,98.07
2000,3,13,-999,31.68,0,97.95
2000,3,14,-999,30.13,0,98.05
2000,3,15,-999,30.86,0,98.1
2000,3,16,-999,31.33,0,98.03
2000,3,17,-999,30.98,0,97.95
2000,3,18,-999,30.6,0,98.02
2000,3,19,-999,30.56,0,98.08
2000,3,20,-999,30.4,0,98.04
2000,3,21,-999,30.4,0,98.11
2000,3,22,-999,30.4,0,98.12
2000,3,23,-999,30.94,0,98.12
2000,3,24,-999,27.59,15.85,98.16
2000,3,25,-999,28.26,1.59,98.15
2000,3,26,-999,29.82,0,98.13
2000,3,27,-999,29.99,0,98.08
2000,3,28,-999,28.28,0,98.08
2000,3,29,-999,29.3,9.61,98.08
2000,3,30,-999,29.02,2.31,98.05
2000,3,31,-999,30.01,2.62,97.89
2000,4,1,-999,28.23,1.73,97.88
2000,4,2,-999,29.05,0.26,97.93
2000,4,3,-999,29.17,0.01,97.94
2000,4,4,-999,28.18,0.29,97.98
2000,4,5,-999,27.63,0.09,97.95
2000,4,6,-999,26.58,29.98,97.98
2000,4,7,-999,25.9,24.34,98.15
2000,4,8,-999,26.51,2.49,98.19
2000,4,9,-999,29.58,0,98.03
2000,4,10,-999,30.43,0,97.9
2000,4,11,-999,30.32,0.01,97.87
2000,4,12,-999,29.33,0,97.95
2000,4,13,-999,29.86,0,97.89
2000,4,14,-999,30.15,0.03,97.8
2000,4,15,-999,30.59,0.01,97.83
2000,4,16,-999,31.44,0.01,97.86
2000,4,17,-999,31.7,0,97.86
2000,4,18,-999,31.03,0,97.95
2000,4,19,-999,28.55,23.5,98.06
2000,4,20,-999,28.94,6.37,98.01
2000,4,21,-999,27.05,0.26,97.99
2000,4,22,-999,27.79,0.03,97.99
2000,4,23,-999,27.85,0.76,97.95
2000,4,24,-999,26.22,5.64,98.07
2000,4,25,-999,28.53,0.04,97.91
2000,4,26,-999,30.06,0.03,97.81
2000,4,27,-999,29.58,0.01,97.8
2000,4,28,-999,30.5,0,97.84
2000,4,29,-999,30.51,0,97.93
2000,4,30,-999,29,0.25,97.97
2000,5,1,-999,28.2,0.07,97.95
2000,5,2,-999,27.3,0,98.01
2000,5,3,-999,28.65,2.39,98.15
2000,5,4,-999,29.09,0.1,98.04
2000,5,5,-999,28.9,0,97.98
2000,5,6,-999,27.99,0.01,98.05
2000,5,7,-999,28.01,3.52,98.14
2000,5,8,-999,29.15,0.45,98.04
2000,5,9,-999,31.15,0,97.95
2000,5,10,-999,28.71,0.12,97.97
2000,5,11,-999,28.8,0.79,98.03
2000,5,12,-999,28.57,0.06,98.1
2000,5,13,-999,28.12,0,98.11
2000,5,14,-999,29.77,0,98
2000,5,15,-999,29.42,0.05,98.02
2000,5,16,-999,29.91,0.81,98.05
2000,5,17,-999,27.63,2.85,98.08
2000,5,18,-999,28.81,0.04,98.02
2000,5,19,-999,27.3,0.36,97.98
2000,5,20,-999,27.99,0.37,97.94
2000,5,21,-999,29.94,0.01,97.87
2000,5,22,-999,30.86,0.19,97.82
2000,5,23,-999,31.36,0.09,97.79
2000,5,24,-999,30.75,2.89,97.82
2000,5,25,-999,28.58,5.51,97.85
2000,5,26,-999,27.69,2.82,97.8
2000,5,27,-999,26.77,0.53,97.87
2000,5,28,-999,27.26,0.02,97.94
2000,5,29,-999,26.92,0,98.06
2000,5,30,-999,26.27,9.59,98.06
2000,5,31,-999,26.4,4.07,97.96
2000,6,1,-999,26.32,5.45,97.87
2000,6,2,-999,26.67,1.16,97.77
2000,6,3,-999,27.37,1.36,97.64
2000,6,4,-999,26.68,3.9,97.55
2000,6,5,-999,26.15,22.43,97.48
2000,6,6,-999,26.44,26.91,97.53
2000,6,7,-999,25.76,45.23,97.79
2000,6,8,-999,26,10.55,97.93
2000,6,9,-999,26.11,10.53,97.98
2000,6,10,-999,25.38,6.42,98.04
2000,6,11,-999,24.78,16.23,98.1
2000,6,12,-999,24.68,3.52,98.17
2000,6,13,-999,25.08,1.51,98.22
2000,6,14,-999,25.05,1.7,98.19
2000,6,15,-999,25.48,0.3,98.07
2000,6,16,-999,26.31,0.27,97.98
2000,6,17,-999,26.03,0.07,97.98
2000,6,18,-999,25.68,1.32,97.9
2000,6,19,-999,26.05,1.88,97.82
2000,6,20,-999,25.37,16.22,97.79
2000,6,21,-999,26.15,8.96,97.84
2000,6,22,-999,25.87,1.19,97.94
2000,6,23,-999,24.96,0.25,98.04
2000,6,24,-999,25.12,4.33,97.96
2000,6,25,-999,25.59,0.23,97.93
2000,6,26,-999,24.8,3.46,97.96
2000,6,27,-999,23.52,10.59,97.98
2000,6,28,-999,23.69,2.05,97.96
2000,6,29,-999,24.86,0.8,97.79
2000,6,30,-999,24.65,5.41,97.77
2000,7,1,-999,25.08,6.21,97.79
2000,7,2,-999,25.16,1.62,97.79
2000,7,3,-999,24.7,2.89,97.76
2000,7,4,-999,24.37,3.08,97.73
2000,7,5,-999,25.59,2.11,97.71
2000,7,6,-999,25.5,3,97.73
2000,7,7,-999,25.65,3.17,97.7
2000,7,8,-999,24.74,1.69,97.81
2000,7,9,-999,25.51,0.27,97.79
2000,7,10,-999,25.81,0.09,97.79
2000,7,11,-999,25.14,2.64,97.82
2000,7,12,-999,25.48,0.34,97.85
2000,7,13,-999,25.2,0,97.96
2000,7,14,-999,26.33,0.15,97.97
2000,7,15,-999,26.9,0.01,97.88
2000,7,16,-999,26.15,0,97.88
2000,7,17,-999,26.87,1.34,97.96
2000,7,18,-999,26.29,1.88,97.92
2000,7,19,-999,26.33,0.29,97.85
2000,7,20,-999,27.45,0,97.85
2000,7,21,-999,28.39,0,97.89
2000,7,22,-999,28.74,0.57,97.99
2000,7,23,-999,28.85,0.46,97.92
2000,7,24,-999,28.74,0.01,97.87
2000,7,25,-999,28.26,0,97.98
2000,7,26,-999,28.23,0.05,98.02
2000,7,27,-999,26.33,20.37,97.92
2000,7,28,-999,26.81,2.62,97.83
2000,7,29,-999,27.11,9.01,97.86
2000,7,30,-999,26.63,1.73,97.94
2000,7,31,-999,25.56,0.68,97.93
2000,8,1,-999,25.66,0.12,97.87
2000,8,2,-999,27.11,0.61,97.87
2000,8,3,-999,26.65,1.08,97.84
2000,8,4,-999,25.95,0.2,97.85
2000,8,5,-999,27.02,1.13,97.81
2000,8,6,-999,25.15,18.52,97.86
2000,8,7,-999,25.43,3.9,97.96
2000,8,8,-999,25.01,15.76,98.05
2000,8,9,-999,24.78,12.85,97.9
2000,8,10,-999,24.02,4.98,97.82
2000,8,11,-999,26.08,0.83,97.8
2000,8,12,-999,27.12,0,97.92
2000,8,13,-999,27.11,1.74,98.12
2000,8,14,-999,25.15,2.71,98.13
2000,8,15,-999,24.68,0.72,98.14
2000,8,16,-999,26.08,0,98.11
2000,8,17,-999,25.8,1.29,98.07
2000,8,18,-999,24.69,3.12,98.08
2000,8,19,-999,24.37,32.37,98.15
2000,8,20,-999,24.44,15.01,98.08
2000,8,21,-999,24.93,10.68,97.89
2000,8,22,-999,25.23,36.08,97.78
2000,8,23,-999,24.37,50.45,97.8
2000,8,24,-999,24.55,28.61,97.72
2000,8,25,-999,24.44,46.04,97.72
2000,8,26,-999,24.7,18.45,97.91
2000,8,27,-999,24.44,7.05,98.03
2000,8,28,-999,24.63,3.84,98.04
2000,8,29,-999,24.38,0.48,98.04
2000,8,30,-999,24.31,0.08,98.08
2000,8,31,-999,24.27,0.05,98.07
2000,9,1,-999,24.59,0.01,98.08
2000,9,2,-999,24.55,0,97.99
2000,9,3,-999,25,0.13,97.99
2000,9,4,-999,25.59,0.04,98.08
2000,9,5,-999,25.39,2.81,98.04
2000,9,6,-999,25.55,0.48,97.94
2000,9,7,-999,25.12,0.03,98
2000,9,8,-999,25.55,0.02,98.13
2000,9,9,-999,25.74,0,98.19
2000,9,10,-999,24.69,0.01,98.12
2000,9,11,-999,24.72,0,97.98
2000,9,12,-999,25.04,4.73,97.95
2000,9,13,-999,25.69,0.11,97.95
2000,9,14,-999,25.37,0.01,97.94
2000,9,15,-999,25.33,17.03,97.92
2000,9,16,-999,25.32,3.73,97.98
2000,9,17,-999,25.8,4.92,98
2000,9,18,-999,25.09,4.37,97.92
2000,9,19,-999,24.5,0.54,97.83
2000,9,20,-999,24.72,7.18,97.86
2000,9,21,-999,24.24,19.14,97.87
2000,9,22,-999,25.09,3.01,97.92
2000,9,23,-999,24.93,1.33,97.9
2000,9,24,-999,24.05,3.46,97.9
2000,9,25,-999,24.12,19.57,97.86
2000,9,26,-999,24.71,12.84,97.92
2000,9,27,-999,24.21,16.19,97.98
2000,9,28,-999,25,1.33,98.03
2000,9,29,-999,24.98,4.59,98.07
2000,9,30,-999,23.73,5.34,98.07
2000,10,1,-999,23.62,43.65,98.14
2000,10,2,-999,24.5,22.35,98.14
2000,10,3,-999,23.52,7.55,98.2
2000,10,4,-999,24.55,0.93,98.1
2000,10,5,-999,24,1.7,98.14
2000,10,6,-999,23.87,4.31,98.19
2000,10,7,-999,24.17,4.54,98.13
2000,10,8,-999,24.48,2.85,98.08
2000,10,9,-999,24.99,0.13,97.97
2000,10,10,-999,24.85,1.47,98.08
2000,10,11,-999,24.59,0.23,98.18
2000,10,12,-999,24.37,4.5,98.22
2000,10,13,-999,24.21,0.85,98.09
2000,10,14,-999,25.03,0.41,98
2000,10,15,-999,24.72,1.16,98.06
2000,10,16,-999,23.94,32.26,98.07
2000,10,17,-999,24.9,11.65,97.95
2000,10,18,-999,24.37,4.99,97.87
2000,10,19,-999,24.58,0.18,97.93
2000,10,20,-999,24.4,0.01,98.02
2000,10,21,-999,24.43,1.62,98.09
2000,10,22,-999,23.94,2.46,98.1
2000,10,23,-999,24.54,3.46,98
2000,10,24,-999,24.56,0.39,98.04
2000,10,25,-999,23.48,3.51,98.21
2000,10,26,-999,22.55,0,98.2
2000,10,27,-999,23.29,0,98.16
2000,10,28,-999,25.13,0,98.24
2000,10,29,-999,25.58,0,98.25
2000,10,30,-999,26.34,0,98.17
2000,10,31,-999,26.01,0.03,98.06
2000,11,1,-999,24.41,0.05,98.11
2000,11,2,-999,24.55,0.01,98.11
2000,11,3,-999,25.37,0.68,98.25
2000,11,4,-999,25.67,0.32,98.38
2000,11,5,-999,24.82,0.11,98.26
2000,11,6,-999,24.58,19.43,98.09
2000,11,7,-999,24.58,1.12,98.09
2000,11,8,-999,23.12,0.01,98.17
2000,11,9,-999,24.15,0.01,98.13
2000,11,10,-999,24.09,4.58,98.18
2000,11,11,-999,24.01,1.49,98.25
2000,11,12,-999,23.93,0.01,98.1
2000,11,13,-999,24.69,0,97.93
2000,11,14,-999,23.23,0,98.04
2000,11,15,-999,23.32,0.03,98.08
2000,11,16,-999,23.9,0.07,98.1
2000,11,17,-999,23.69,1.34,98.06
2000,11,18,-999,23.2,0.91,98.03
2000,11,19,-999,23.18,10.3,98.05
2000,11,20,-999,21.83,39.95,98.11
2000,11,21,-999,23.19,13.3,98.06
2000,11,22,-999,23.91,8.35,98.08
2000,11,23,-999,24.83,4.9,98.32
2000,11,24,-999,23.61,2.22,98.39
2000,11,25,-999,22.66,0.04,98.34
2000,11,26,-999,21.36,0,98.36
2000,11,27,-999,21.18,0,98.28
2000,11,28,-999,22.07,0.08,98.11
2000,11,29,-999,23.67,3.09,97.97
2000,11,30,-999,22.67,3.06,98.11
2000,12,1,-999,23.22,0.02,98.22
2000,12,2,-999,23.63,0.06,98.32
2000,12,3,-999,24.69,0.01,98.41
2000,12,4,-999,24.85,0.02,98.33
2000,12,5,-999,25.01,15.22,98.25
2000,12,6,-999,23.19,0.3,98.33
2000,12,7,-999,20.52,0,98.37
2000,12,8,-999,21.7,0,98.31
2000,12,9,-999,22.04,0,98.28
2000,12,10,-999,21.12,0,98.37
2000,12,11,-999,21.1,0,98.47
2000,12,12,-999,21.1,0,98.44
2000,12,13,-999,20.54,0,98.36
2000,12,14,-999,20.67,0,98.31
2000,12,15,-999,21.01,0,98.38
2000,12,16,-999,21.62,0,98.49
2000,12,17,-999,22.65,0,98.43
2000,12,18,-999,22.48,0.02,98.35
2000,12,19,-999,21.59,0.02,98.22
2000,12,20,-999,21.6,0,98.28
2000,12,21,-999,21.93,0,98.31
2000,12,22,-999,23.34,0.01,98.3
2000,12,23,-999,24.76,0,98.23
2000,12,24,-999,24.83,0,98.19
2000,12,25,-999,24.23,0,98.16
2000,12,26,-999,23.9,0.97,98.14
2000,12,27,-999,23.11,12,98.02
2000,12,28,-999,23.17,26.21,97.87
2000,12,29,-999,25.31,0.56,98.1
2000,12,30,-999,25.47,0.07,98.2
2000,12,31,-999,25.74,0.14,98.17
2001,1,1,1.8,25.72,5.5,98.12
2001,1,2,1.84,24.62,1.27,98.23
2001,1,3,2.02,24.55,0.17,98.26
2001,1,4,2.04,23.65,0.07,98.31
2001,1,5,2,23.39,0,98.35
2001,1,6,1.66,23.98,0,98.37
2001,1,7,1.84,23.44,0,98.29
2001,1,8,1.73,23.69,0.02,98.21
2001,1,9,1.62,23.94,0,98.28
2001,1,10,1.93,25.25,0.17,98.29
2001,1,11,2.11,25.47,0.03,98.22
2001,1,12,1.82,26.18,0,98.23
2001,1,13,1.73,25.8,0,98.32
2001,1,14,2.05,24.38,0,98.33
2001,1,15,1.98,23.69,0,98.4
2001,1,16,1.89,24.7,0.02,98.43
2001,1,17,1.64,23.65,0.02,98.42
2001,1,18,1.7,24.54,0.03,98.37
2001,1,19,1.68,25.62,0,98.3
2001,1,20,1.91,24.62,0,98.29
2001,1,21,1.61,24.46,0,98.19
2001,1,22,1.68,23.94,0,98.15
2001,1,23,1.63,25.19,6.48,98.1
2001,1,24,1.56,25.15,2.12,98.13
2001,1,25,1.44,27.05,0.35,98.14
2001,1,26,2.02,26.04,5.75,98.12
2001,1,27,1.78,25.33,0.05,98.21
2001,1,28,1.77,23.41,0,98.26
2001,1,29,1.81,24.76,0.36,98.24
2001,1,30,1.91,25.13,0.51,98.21
2001,1,31,1.65,24.9,0.44,98.07
2001,2,1,1.73,24.76,2.72,98.06
2001,2,2,1.03,24.74,6.06,98.07
2001,2,3,1.98,24.19,3.92,98.13
2001,2,4,2.17,27,2.09,98.1
2001,2,5,1.98,27.69,0.48,98.16
2001,2,6,2.05,26.89,0.62,98.2
2001,2,7,2.35,25.47,0,98.21
2001,2,8,2.09,25.26,0,98.25
2001,2,9,2.38,24.85,0,98.31
2001,2,10,2.35,25.6,0,98.28
2001,2,11,2.4,27.1,0,98.1
2001,2,12,2.35,25.99,0,98.2
2001,2,13,2.03,25.29,0,98.27
2001,2,14,2.1,25.4,0,98.21
2001,2,15,2.44,26.57,0,98.26
2001,2,16,2.31,27.9,0,98.32
2001,2,17,2.2,27.79,8.26,98.33
2001,2,18,2.03,28.02,2.06,98.31
2001,2,19,2.29,29.01,0.03,98.34
2001,2,20,2.31,28.51,5.47,98.3
2001,2,21,2.01,29.22,0.12,98.15
2001,2,22,2.22,28.47,0,98.17
2001,2,23,2.28,27.81,0,98.24
2001,2,24,2.41,28.37,0,98.25
2001,2,25,2.3,29.87,0,98.12
2001,2,26,2.26,30.46,0,98.09
2001,2,27,2.36,30.28,0.32,98.2
2001,2,28,2.29,29.61,0.16,98.38
2001,3,1,2.53,29.07,0,98.42
2001,3,2,2.45,29.18,0,98.44
2001,3,3,2.55,28.96,0,98.4
2001,3,4,2.34,30.04,0,98.38
2001,3,5,2.1,30.91,0,98.29
2001,3,6,2.29,31.65,0,98.28
2001,3,7,2.52,30.63,0,98.27
2001,3,8,2.41,31.3,0,98.22
2001,3,9,2.2,31.81,0,98.24
2001,3,10,2.41,32.3,0,98.23
2001,3,11,1.82,31.63,0,98.29
2001,3,12,2.49,31.04,0,98.21
2001,3,13,2.56,32.61,0,98.16
2001,3,14,2.69,32.13,0,98.2
2001,3,15,2.6,31.9,0,98.32
2001,3,16,2.39,32.38,0,98.19
2001,3,17,2.48,31.99,0,98.08
2001,3,18,2.45,30.99,0,98.13
2001,3,19,2.59,31.64,0.01,98.23
2001,3,20,2.48,32.71,0.11,98.13
2001,3,21,2.62,33.9,0.13,97.92
2001,3,22,2.34,34.01,0,97.81
2001,3,23,2.23,34.39,0,97.81
2001,3,24,1.87,34.11,0,97.83
2001,3,25,1.93,32.99,0,97.89
2001,3,26,2.23,33.29,0,97.84
2001,3,27,2.29,33.31,0,97.78
2001,3,28,2.44,33.31,0,97.81
2001,3,29,2.24,33.12,2.72,97.81
2001,3,30,2.21,33.3,0.24,97.91
2001,3,31,2.15,34.19,0,97.98
2001,4,1,2.23,33.51,0,98.04
2001,4,2,2.19,32.82,0,97.97
2001,4,3,2.21,33.55,0.03,97.99
2001,4,4,1.94,31.52,2.36,98.08
2001,4,5,2.19,29.08,7.36,98.11
2001,4,6,2.05,28.98,11.2,98.12
2001,4,7,1.65,28.13,6.73,98.27
2001,4,8,2.11,28.29,4.88,98.17
2001,4,9,2.59,29.09,0.73,98.06
2001,4,10,2.38,27.03,30.72,98.16
2001,4,11,1.79,24.95,22.58,98.17
2001,4,12,2.46,25.96,7.8,98.06
2001,4,13,2.14,25.41,25.81,98.09
2001,4,14,2.45,25.81,9.24,98.32
2001,4,15,2.38,27.67,0.18,98.37
2001,4,16,2.33,26.77,14.68,98.27
2001,4,17,2.4,28.1,6.49,98.14
2001,4,18,2.29,26.37,7.96,98.09
2001,4,19,2.29,26.44,1.66,98.07
2001,4,20,2.28,25.73,6.43,98.02
2001,4,21,2.62,28.26,0.78,97.89
2001,4,22,2.45,29.09,0.01,97.88
2001,4,23,2.3,28.19,1.92,97.92
2001,4,24,2.41,28.08,0.23,98.02
2001,4,25,2.35,28.64,0,98
2001,4,26,1.82,29.18,0.02,97.96
2001,4,27,1.62,26.87,12.93,97.99
2001,4,28,2.13,26.3,2.25,97.93
2001,4,29,2.05,26.29,43.83,97.91
2001,4,30,0.59,26.11,11.82,98.02
2001,5,1,2.29,25.69,49.7,98.04
2001,5,2,2.31,26.07,9.51,97.93
2001,5,3,2.31,26.29,0.1,97.86
2001,5,4,2.77,27.08,0.14,97.93
2001,5,5,2.79,26.98,0.06,98
2001,5,6,2.07,26.4,19.11,97.95
2001,5,7,1.31,26.11,22.2,98.02
2001,5,8,2.27,26.25,7.53,98.02
2001,5,9,2.2,25.49,0.66,98.06
2001,5,10,2.51,26.43,0.01,98.04
2001,5,11,2.71,27.17,0,97.96
2001,5,12,2.51,26.55,1.64,97.97
2001,5,13,2.3,26.03,0.07,97.98
2001,5,14,2.46,25.87,0,97.93
2001,5,15,2.23,26.23,0,97.95
2001,5,16,2.48,26.6,0,98.02
2001,5,17,2.33,26.07,0,98.08
2001,5,18,2.23,26.19,0,98.07
2001,5,19,2.41,25.9,1.53,98.03
2001,5,20,2.49,25.76,1.05,98.04
2001,5,21,2.52,25.43,0.21,97.97
2001,5,22,2.59,25.44,0.4,98.03
2001,5,23,2.27,25.33,8.02,98.09
2001,5,24,1.72,25.58,1.81,98
2001,5,25,2.52,25.83,3.04,97.88
2001,5,26,1.89,25.28,6.06,97.96
2001,5,27,2.31,25.19,3.32,98.01
2001,5,28,1.59,24.73,17.69,98.03
2001,5,29,1.7,24.49,7.43,98.02
2001,5,30,1.81,24.61,16.79,97.93
2001,5,31,1.94,25.48,2.19,97.86
2001,6,1,2.51,25.79,0.04,97.83
2001,6,2,2.21,25.33,1.36,97.91
2001,6,3,0.9,24.94,4.16,97.92
2001,6,4,1.11,24.25,3.21,97.93
2001,6,5,1.98,25.12,10.79,97.82
2001,6,6,1.78,25.01,13.52,97.73
2001,6,7,1.98,25.1,5.12,97.66
2001,6,8,1.76,24.22,22.87,97.7
2001,6,9,1.84,25.29,6.1,97.74
2001,6,10,1.95,24.89,19.67,97.81
2001,6,11,1.3,23.85,30.01,97.85
2001,6,12,1.75,24.39,24.76,97.93
2001,6,13,1.77,24.5,9.35,98.03
2001,6,14,1.96,24.76,4.88,98.05
2001,6,15,2,24.54,1.76,98.08
2001,6,16,2.23,24.82,0.28,98.01
2001,6,17,2.23,25.24,14.7,97.98
2001,6,18,2.27,25.31,13.11,98.03
2001,6,19,2.32,25.12,10.14,98.11
2001,6,20,2.32,24.94,7.17,98.12
2001,6,21,2.09,25.01,6.91,98.12
2001,6,22,2.1,25.16,17.87,98
2001,6,23,1.74,24.67,5.72,97.92
2001,6,24,2.33,24.78,2.5,97.95
2001,6,25,2.08,25.2,12.89,98
2001,6,26,1.92,24.97,6.93,97.96
2001,6,27,2.21,25.27,3.39,98.01
2001,6,28,1.91,24.63,6.33,98.07
2001,6,29,1.52,24.52,17.27,97.97
2001,6,30,1.73,24.3,2.2,98.04
2001,7,1,2.37,24.55,4.6,98.11
2001,7,2,1.95,25.06,4.71,98.09
2001,7,3,2.09,24.54,30.31,97.97
2001,7,4,1.7,24.74,11.64,97.92
2001,7,5,2.05,24.44,10.01,97.88
2001,7,6,1.59,24.66,22.1,97.89
2001,7,7,1.62,24.37,12.6,97.87
2001,7,8,1.48,23.71,97.29,97.81
2001,7,9,1.66,23.71,35.27,97.84
2001,7,10,1.55,24.04,18.56,98.01
2001,7,11,1.78,24.6,1.68,97.95
2001,7,12,2.48,24.47,0.13,97.99
2001,7,13,2.43,23.69,0,98.1
2001,7,14,2.14,24.19,0,98.21
2001,7,15,2.24,24.78,0.09,98.2
2001,7,16,2.03,24.32,0.29,98.21
2001,7,17,2.27,23.83,0.03,98.22
2001,7,18,1.93,24.29,0.15,98.07
2001,7,19,2.18,24.05,0.23,97.99
2001,7,20,2.11,24.63,0.04,97.94
2001,7,21,2.48,24.69,0,97.83
2001,7,22,2.41,24.85,0.01,97.86
2001,7,23,2.17,24.66,0.01,97.87
2001,7,24,2.29,24.7,2.03,97.91
2001,7,25,2.18,24.13,11.01,97.94
2001,7,26,2.09,24.15,11.66,97.99
2001,7,27,1.99,24.01,3.36,97.9
2001,7,28,2.02,23.91,6.83,97.92
2001,7,29,2.02,23.5,0.6,98.03
2001,7,30,2.01,24.51,0.01,97.98
2001,7,31,2.15,24.2,31.26,98
2001,8,1,1.56,23.42,7.62,97.96
2001,8,2,1.76,23.9,1.89,97.84
2001,8,3,1.61,24.29,5.68,97.82
2001,8,4,1.79,23.67,3.8,98.08
2001,8,5,2.15,24.11,0.15,98.1
2001,8,6,2.19,24.37,0,97.99
2001,8,7,2.55,24.97,1.06,97.89
2001,8,8,2.25,24.83,0.65,97.99
2001,8,9,2.32,25.55,0.04,98.05
2001,8,10,2.7,25.63,0,98.01
2001,8,11,2.61,25.3,0.05,98
2001,8,12,2.38,25.05,0.97,98.05
2001,8,13,2.29,25.15,3.41,98.1
2001,8,14,2.39,25.09,0.61,98.26
2001,8,15,2.28,25.25,3.55,98.27
2001,8,16,2.7,24.82,1.32,98.26
2001,8,17,2.24,24.94,2.83,98.2
2001,8,18,2.33,25.3,3.51,98.17
2001,8,19,2.16,24.23,8.53,98.09
2001,8,20,1.88,24.9,3.77,98.07
2001,8,21,2.45,25.28,10.86,98.12
2001,8,22,2.38,25.14,4.95,97.96
2001,8,23,2.06,25.37,2.04,97.91
2001,8,24,2.19,25.12,2.18,97.96
2001,8,25,2.07,24.84,52.65,98.09
2001,8,26,1.8,24.88,24.71,98.03
2001,8,27,1.91,25.12,0.01,97.94
2001,8,28,1.78,24.94,0,97.93
2001,8,29,2.34,24.44,0.13,97.96
2001,8,30,2.09,24.62,0.19,97.9
2001,8,31,2.16,25.08,0.15,97.86
2001,9,1,2.41,25.13,0.01,97.89
2001,9,2,2.45,25.08,0,97.9
2001,9,3,2.27,24.64,0,98.05
2001,9,4,2.41,24.92,0,98.07
2001,9,5,2.66,24.6,0,98.1
2001,9,6,2.62,25.19,0,98.09
2001,9,7,2.58,25.02,0,98.13
2001,9,8,2.38,25.63,0.08,98.18
2001,9,9,2.46,25.4,0.01,98.08
2001,9,10,2.59,26.12,2.02,97.95
2001,9,11,2.51,26.02,1.63,97.94
2001,9,12,2.56,26.32,0.11,97.98
2001,9,13,2.2,25.75,0.97,97.88
2001,9,14,2.42,26.42,1.15,97.94
2001,9,15,2.51,26.14,0.31,98
2001,9,16,2.17,25.32,0.55,98.02
2001,9,17,2.3,25.17,1.22,98.04
2001,9,18,2.2,24.44,37.57,98.05
2001,9,19,2.42,24.3,74.37,98.07
2001,9,20,2.14,24.37,29.05,98.04
2001,9,21,2.09,24.31,26.48,98.03
2001,9,22,1.88,24.12,45.81,98.06
2001,9,23,1.68,24.05,92.07,98.11
2001,9,24,1.73,24.41,33.13,98.08
2001,9,25,1.6,23.92,25.54,97.96
2001,9,26,1.93,24.08,2.82,97.9
2001,9,27,1.99,24.15,5.56,97.9
2001,9,28,2.05,23.98,14.25,97.84
2001,9,29,1.65,23.4,20.88,97.8
